algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,2,700000,0.002986,0.029664,0.000000,0.039161,0.043034,0.113760,1
bs2,3,700000,0.002310,0.020462,0.000000,0.049121,0.054064,0.124999,1
bs2,4,700000,0.001993,0.015795,0.000000,0.048895,0.053430,0.119184,1
bs2,6,700000,0.001208,0.010985,0.000000,0.047636,0.051666,0.111077,1
bs2,8,700000,0.001045,0.008271,0.000000,0.048473,0.051920,0.109289,1
bs2,10,700000,0.000886,0.006444,0.000000,0.048928,0.051963,0.108060,1
bs2,12,700000,0.000909,0.005366,0.000000,0.048073,0.051401,0.105333,1
bs2,16,700000,0.001057,0.004368,0.000000,0.046656,0.049087,0.100565,1
bs2,20,700000,0.001084,0.003515,0.000000,0.047892,0.050272,0.102102,1
bs2,24,700000,0.001185,0.002976,0.000000,0.048670,0.051796,0.103817,1
bs2,32,700000,0.001298,0.004045,0.000000,0.062830,0.059806,0.127181,1
bs2,1,725000,0.005424,0.056437,0.000000,0.026876,0.020002,0.107046,1
bs2,2,725000,0.002993,0.031473,0.000000,0.043060,0.048977,0.125482,1
bs2,3,725000,0.002390,0.021873,0.000000,0.048306,0.053493,0.125063,1
bs2,4,725000,0.001860,0.016891,0.000000,0.050762,0.055056,0.123805,1
bs2,6,725000,0.001264,0.011600,0.000000,0.049402,0.053385,0.115179,1
bs2,8,725000,0.001263,0.008333,0.000000,0.049370,0.053344,0.111697,1
bs2,10,725000,0.001181,0.006994,0.000000,0.048750,0.051824,0.108283,1
bs2,12,725000,0.000977,0.005991,0.000000,0.051487,0.054693,0.112664,1
bs2,16,725000,0.000992,0.004589,0.000000,0.049699,0.052210,0.107145,1
bs2,20,725000,0.001110,0.003528,0.000000,0.049593,0.052783,0.106339,1
bs2,24,725000,0.001270,0.003177,0.000000,0.048961,0.052064,0.104581,1
bs2,32,725000,0.001357,0.004326,0.000000,0.065466,0.064032,0.134574,1
bs2,48,725000,0.001821,0.003462,0.000000,0.063712,0.063751,0.131576,1
bs2,1,750000,0.005897,0.062326,0.000000,0.027912,0.020025,0.113598,1
bs2,2,750000,0.003149,0.031318,0.000000,0.038607,0.044017,0.115985,1
bs2,3,750000,0.002351,0.022479,0.000000,0.051363,0.056537,0.131811,1
bs2,4,750000,0.001861,0.016827,0.000000,0.053507,0.058412,0.129884,1
bs2,6,750000,0.001273,0.011756,0.000000,0.051541,0.055695,0.119894,1
bs2,8,750000,0.001198,0.008840,0.000000,0.050105,0.053709,0.113323,1
bs2,10,750000,0.001139,0.007067,0.000000,0.054492,0.058248,0.120393,1
bs2,12,750000,0.001012,0.006048,0.000000,0.052007,0.055324,0.113904,1
bs2,16,750000,0.001034,0.004625,0.000000,0.051399,0.054086,0.110572,1
bs2,20,750000,0.001119,0.003789,0.000000,0.050397,0.053098,0.107712,1
bs2,24,750000,0.001038,0.003240,0.000000,0.051572,0.054742,0.110291,1
bs2,32,750000,0.001282,0.004268,0.000000,0.068986,0.065120,0.138894,1
bs2,48,750000,0.001786,0.003506,0.000000,0.067211,0.066392,0.137724,1
bs2,1,775000,0.006093,0.061863,0.000000,0.028936,0.020766,0.115014,1
bs2,2,775000,0.003213,0.032133,0.000000,0.044086,0.049843,0.128147,1
bs2,3,775000,0.002206,0.023080,0.000000,0.050320,0.056586,0.131475,1
bs2,4,775000,0.002079,0.017737,0.000000,0.051510,0.056599,0.127013,1
bs2,6,775000,0.001841,0.012341,0.000000,0.052619,0.057074,0.123002,1
bs2,8,775000,0.001164,0.009016,0.000000,0.052565,0.055954,0.118366,1
bs2,10,775000,0.001185,0.007702,0.000000,0.054746,0.058030,0.121197,1
bs2,12,775000,0.001007,0.006136,0.000000,0.052039,0.055252,0.114126,1
bs2,16,775000,0.000981,0.004917,0.000000,0.052915,0.055649,0.113947,1
bs2,20,775000,0.001073,0.004219,0.000000,0.053932,0.056844,0.115686,1
bs2,24,775000,0.001232,0.003385,0.000000,0.053938,0.057205,0.114982,1
